SQ1,SQ2,SQ3,SQ4,SQ5,SQ6,SQ7,SQ8,SQ9,SQ10,SQ11,SQ12,SQ13,SQ14,SQ15,SQ16,SQ17,SQ18,SQ19,SQ20,SQ21,SQ22,SQ23,SQ24,SQ25,SQ26,SQ27,SQ28,SQ29,SQ30,SQ31,SQ32,SQ33,SQ34,SQ35,SQ36,SQ37,SQ38,SQ39,SQ40,SQ41,SQ42,SQ43,SQ44,SQ45,SQ46,SQ47,SQ48,SQ49,SQ50,SQ51,SQ52,SQ53,SQ54,SQ55,SQ56,SQ57,SQ58,SQ59,SQ60,SQ61,SQ62,SQ63,SQ64,SQ65,SQ66,SQ67,SQ68
UserTesting,2022-07-12 20:47:58 UTC,Woman,Multiracial or Biracial,60446 (Romeoville),,60446,,Work part-time,I am a parent or caretaker of children.,2-year college degree (Associate degree),No,Product Designer,,,"A year from now, I plan to stay in this role",,,,,,,Compensation,Entry-level - 1-3 years,Neutral / Neither agree nor disagree,I have not been promoted.,Yes,Yes,Neutral / Neither agree nor disagree,Neutral / Neither agree nor disagree,Agree,Agree,Neutral / Neither agree nor disagree,Agree,Switching from one company to another,I don't know.,21-30,Neutral / Neither agree nor disagree,"Having 100% of my plan covered by my employer each month, Coverage for emergencies, That I have insurance at all",We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,Yes,Useretesting.com,five,62cdddfe8c3a8250a84a6a64,,,,,,desktop
UserTesting,2022-07-13 11:13:35 UTC,Woman,White or Caucasian,60008 (Rolling Meadows),,60008,,Work full-time,I am a parent or caretaker of children.,"High school or below, 2-year college degree (Associate degree)",No,Computer support specialist,,,"A year from now, I plan to stay in this role",,,,,,,"Advancement in your role, Management support, Compensation, Representation of people in my gender, Equitable opportunities for parents",Intermediate level - 5-10 years,Strongly Agree,Every year,Yes,Yes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,A raise,No,31-40,Agree,"Comprehensive plan options spanning vision, dental, and overall healthcare, Low deductibles, Low Copays and prescription costs",We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,Yes,Useretesting.com,five,62cea8dfe164cf66af63d496,,,,,,desktop
UserTesting,2022-07-13 19:15:13 UTC,Woman,White or Caucasian,60605 (Chicago),,60605,,Work full-time,None of the above,4-year University or College degree (Bachelor’s degree or equivalent),No,Other,Yes,,I plan to exit this role in 12 months or less,,,,,,,"Advancement in your role, Compensation, Management support",Intermediate level - 5-10 years,Agree,I have not been promoted.,Yes,Yes,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Switching from one company to another,No,31-40,Strongly Agree,"Diverse options for PPO plans, Comprehensive plan options spanning vision, dental, and overall healthcare, Low Copays and prescription costs",We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,No,Useretesting.com,five,62cf19c1f48f7a490e35a1b7,,,,,,desktop
UserTesting,2022-07-14 03:51:21 UTC,Woman,White or Caucasian,60452 (Oak Forest),,60452,,Work full-time,I am a caretaker of adults.,Post-graduate degree (Master’s degree or equivalent),No,Graphic Designer,,,I plan to exit this role in 12 months or less,,,,,,,Compensation,Intermediate level - 5-10 years,Neutral / Neither agree nor disagree,I have not been promoted.,Yes,No,Neutral / Neither agree nor disagree,Disagree,Neutral / Neither agree nor disagree,Neutral / Neither agree nor disagree,Disagree,Disagree,Better project to develop,I don't know.,51-60,Neutral / Neither agree nor disagree,"Having 100% of my plan covered by my employer each month, Diverse options for PPO plans, Dependent coverage",We all work remotely.,Yes,,,,,,,,,,,,,,,,,,No,Useretesting.com,five,62cf92b97e4ee92ea617b0cd,,,,,,desktop
UserTesting,2022-07-14 04:16:36 UTC,Woman,White or Caucasian,60559 (Westmont),,60559,,Work full-time,None of the above,Post-graduate degree (Master’s degree or equivalent),No,Other,Yes,,"A year from now, I plan to stay in this role",,,,,,,"Compensation, Advancement in your role",Entry-level - 1-3 years,Neutral / Neither agree nor disagree,I have not been promoted.,Yes,No,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,New to the field,No,51-60,Strongly Agree,"Coverage for emergencies, Dependent coverage, Comprehensive plan options spanning vision, dental, and overall healthcare",We all work in-person,,,,,,,,,,,,,,,,,,,Yes,Useretesting.com,five,62cf98a4fd5e28366d16ede9,,,,,,desktop
UserTesting,2022-07-15 01:13:47 UTC,Woman,Prefer not to reply,60187 (Wheaton),,60187,,Work full-time,None of the above,4-year University or College degree (Bachelor’s degree or equivalent),No,Other,Yes,,"A year from now, I plan to stay in this role",,,,,,,"Compensation, Advancement in your role, Management support",Entry-level - 1-3 years,Agree,I have not been promoted.,Yes,Yes,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,A bonus,No,41-50,Neutral / Neither agree nor disagree,"Coverage for people living with disabilities, Comprehensive plan options spanning vision, dental, and overall healthcare",We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,No,Useretesting.com,five,62d0bf4b894d14143b3ef58d,,,,,,desktop
UserTesting,2022-07-15 01:38:25 UTC,Woman,Black or African American,60099 (Zion),,60099,,Work full-time,None of the above,"Post-graduate degree (Master’s degree or equivalent), 4-year University or College degree (Bachelor’s degree or equivalent), High school or below",No,Other,Yes,,"A year from now, I plan to stay in this role",,,,,,,"Management support, Compensation",Intermediate level - 5-10 years,Strongly Agree,I have not been promoted.,Yes,Yes,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,My experience level at hiring,No,21-30,Strongly Agree,"Diverse options for PPO plans, Comprehensive plan options spanning vision, dental, and overall healthcare, Low Copays and prescription costs",We all work remotely.,Yes,,,,,,,,,,,,,,,,,,No,UserTesting,five,62d0c51137733b5ee7602d1b,,,,,,desktop
UserTesting,2022-07-15 16:53:43 UTC,Woman,White or Caucasian,60439 (Lemont),,60439,,Work freelance/Independent contractor/Consultant,None of the above,4-year University or College degree (Bachelor’s degree or equivalent),No,Product Designer,,,I plan to exit this role in 12 months or less,,,,,,,"Compensation, Management support, Inclusion at your workplace",Entry-level - 1-3 years,Agree,I have not been promoted.,Yes,Yes,Agree,Neutral / Neither agree nor disagree,Agree,Agree,Agree,Agree,A bonus,No,31-40,Agree,That I have insurance at all,We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,Yes,Useretesting.com,five,62d19b974f18a13a6e1e4ca7,,,,,,desktop
UserTesting,2022-07-16 17:52:39 UTC,Woman,north african,60605 (Chicago),,60605,,Work full-time,None of the above,4-year University or College degree (Bachelor’s degree or equivalent),No,Operations research analyst,,,I plan to exit this role in 12 months or less,,,,,,,"Advancement in your role, Management support, Compensation, Inclusion at your workplace",Entry-level - 1-3 years,Neutral / Neither agree nor disagree,I have not been promoted.,Yes,No,Neutral / Neither agree nor disagree,Strongly Agree,Agree,Agree,Neutral / Neither agree nor disagree,Agree,first job (first year) out of college so no increase yet,No,31-40,Disagree,"Having 100% of my plan covered by my employer each month, Diverse options for PPO plans, Comprehensive plan options spanning vision, dental, and overall healthcare",We all work remotely.,Yes,,,,,,,,,,,,,,,,,,No,Useretesting.com,five,62d2fae70e6e362ef167c77f,,,,,,desktop
UserTesting,2022-07-16 19:58:36 UTC,Woman,Black or African American,60601 (Chicago),,60601,,Work full-time,None of the above,"4-year University or College degree (Bachelor’s degree or equivalent), High school or below, Self-taught, Taught on the job",No,Systems Administrator,,,"A year from now, I plan to stay in this role",,,,,,,"Advancement in your role, Inclusion at your workplace, Management support, Opportunity to learn and gain other skills",Intermediate level - 5-10 years,Agree,I have not been promoted.,Yes,Yes,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Recently started this role 1 month ago,No,31-40,Strongly Disagree,"Having 100% of my plan covered by my employer each month, Diverse options for PPO plans, Low deductibles",We have a hybrid work environment e.g. a mix between in-person and remote.,Not sure,,,,,,,,,,,,,,,,,,Yes,Useretesting.com,five,62d3186cda072f01a7155012,,,,,,desktop
UserTesting,2022-07-16 20:01:16 UTC,Woman,White or Caucasian,60613 (Chicago),,60613,,Work freelance/Independent contractor/Consultant,None of the above,"High school or below, Self-taught",No,Graphic Designer,,,"A year from now, I plan to stay in this role",,,,,,,"Inclusion at your workplace, Representation of people in my gender, Opportunities to not only design, but showcase other skills that I possess.",Entry-level - 1-3 years,Neutral / Neither agree nor disagree,I have not been promoted.,Yes,Yes,Agree,Disagree,Agree,Agree,Neutral / Neither agree nor disagree,Strongly Agree,A bonus,No,44885,Neutral / Neither agree nor disagree,"Comprehensive plan options spanning vision, dental, and overall healthcare, That I have insurance at all",We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,No,Useretesting.com,five,62d3190c677cb55849333ded,,,,,,desktop
UserTesting,2022-07-17 19:18:23 UTC,Woman,White or Caucasian,60611 (Chicago),,60611,,Work full-time,None of the above,"4-year University or College degree (Bachelor’s degree or equivalent), Post-graduate degree (Master’s degree or equivalent)",No,Product Designer,,,"A year from now, I plan to stay in this role",,,,,,,"Advancement in your role, Inclusion at your workplace, Management support, Representation of people in my gender",Entry-level - 1-3 years,Agree,I have not been promoted.,Yes,Yes,Agree,Disagree,Agree,Strongly Agree,Neutral / Neither agree nor disagree,Neutral / Neither agree nor disagree,A bonus,No,41-50,Neutral / Neither agree nor disagree,"That I have insurance at all, Comprehensive plan options spanning vision, dental, and overall healthcare, Low deductibles",We all work in-person,,,,,,,,,,,,,,,,,,,No,Useretesting.com,five,62d4607fd9002f0aca2a5c76,,,,,,desktop
UserTesting,2022-07-19 01:55:23 UTC,Woman,Asian or Pacific Islander,60007 (Elk Grove Village),,60007,,Work full-time,I am a caretaker of adults.,"High school or below, 4-year University or College degree (Bachelor’s degree or equivalent), Self-taught, Taught on the job",No,Data Analyst,,,I plan to exit this role in 12 months or less,,,,,,,"Advancement in your role, Inclusion at your workplace, Management support, Representation of people in my race, Representation of people in my gender, Equitable opportunities for parents",Intermediate level - 5-10 years,Agree,Every 2 years,Yes,Yes,Agree,Agree,Strongly Agree,Agree,Disagree,Agree,A promotion,No,21-30,Agree,"Low deductibles, Comprehensive plan options spanning vision, dental, and overall healthcare, Having 100% of my plan covered by my employer each month",We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,No,Useretesting.com,five,62d60f0b0117bb0c2f307728,,,,,,desktop
UserTesting,2022-07-22 18:55:52 UTC,Woman,White or Caucasian,60016 (Des Plaines),,60016,,Work full-time,I am a parent or caretaker of children.,4-year University or College degree (Bachelor’s degree or equivalent),No,Other,Yes,,"A year from now, I plan to stay in this role",,,,,,,"Management support, Advancement in your role, Compensation",Intermediate level - 5-10 years,Neutral / Neither agree nor disagree,I have not been promoted.,Yes,Yes,Disagree,Strongly Agree,Agree,Agree,Neutral / Neither agree nor disagree,Disagree,no compensation,No,31-40,Neutral / Neither agree nor disagree,"Having 100% of my plan covered by my employer each month, Low deductibles, Low Copays and prescription costs",We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,Yes,Useretesting.com,five,62daf2b8d3a2a2528d188578,,,,,,desktop
UserTesting,2022-07-25 20:31:24 UTC,Woman,White or Caucasian,60640 (Chicago),,60640,,Work full-time,None of the above,"4-year University or College degree (Bachelor’s degree or equivalent), High school or below, Self-taught, Taught on the job",No,Other,Yes,,I plan to exit this role in 12 months or less,,,,,,,"Advancement in your role, Compensation",Intermediate level - 5-10 years,Neutral / Neither agree nor disagree,I have not been promoted.,Yes,No,Disagree,Disagree,Disagree,Neutral / Neither agree nor disagree,Strongly Disagree,Neutral / Neither agree nor disagree,A raise,I don't know.,31-40,Strongly Disagree,"Having 100% of my plan covered by my employer each month, Low Copays and prescription costs, Comprehensive plan options spanning vision, dental, and overall healthcare",We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,No,Useretesting.com,five,62defd9cb511e95cb7020edf,,,,,,desktop
UserTesting,2022-07-25 20:55:15 UTC,Woman,Hispanic or Latino,60657 (Chicago),,60657,,Work full-time,None of the above,Post-graduate degree (Master’s degree or equivalent),No,User Experience Designer,,,"A year from now, I plan to stay in this role",,,,,,,"Advancement in your role, Management support, Compensation, Inclusion at your workplace",Entry-level - 1-3 years,Agree,Every 2 years,Yes,Yes,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,A promotion,No,51-60,Strongly Agree,"That I have insurance at all, Comprehensive plan options spanning vision, dental, and overall healthcare, Low Copays and prescription costs",We have a hybrid work environment e.g. a mix between in-person and remote.,"I would need to consider other factors like transportation costs, time working, and other lifestyle habits",,,,,,,,,,,,,,,,,,Yes,Useretesting.com,five,62df033366915b7d97281a5d,,,,,,desktop
UserTesting,2022-07-29 02:11:39 UTC,Woman,Hispanic or Latino,60618 (Chicago),,60618,,Work full-time,None of the above,4-year University or College degree (Bachelor’s degree or equivalent),No,Other,Yes,,"A year from now, I plan to stay in this role",,,,,,,"Advancement in your role, Compensation, Exit opportunities and networking",Entry-level - 1-3 years,Strongly Agree,Every 3 years,Yes,Yes,Strongly Agree,Neutral / Neither agree nor disagree,Agree,Agree,Strongly Agree,Strongly Agree,A raise,No,31-40,Agree,"That I have insurance at all, Comprehensive plan options spanning vision, dental, and overall healthcare",We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,Yes,Useretesting.com,five,62e341db9d0d927ea74d73f4,,,,,,desktop
UserTesting,2022-08-01 18:30:53 UTC,Woman,White or Caucasian,60603 (Chicago),,60603,,Work full-time,None of the above,"4-year University or College degree (Bachelor’s degree or equivalent), Post-graduate degree (Master’s degree or equivalent)",No,Software Developer,,,"A year from now, I plan to stay in this role",,,,,,,"Advancement in your role, Inclusion at your workplace, Management support, Compensation, Representation of people in my gender, Representation of people in my race","4 years, between entry and intermediate",Agree,Every 2 years,Yes,Yes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,A bonus,No,31-40,Agree,"Diverse options for PPO plans, Low deductibles, Low Copays and prescription costs",We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,Yes,Useretesting.com,five,62e81bdd281b056d8a512b7b,,,,,,desktop
